Date,Kick Off (local),Home Team,Away Team,Venue,Home Score,Away Score,Play Off Game?,Home Goals,Home Behinds,Away Goals,Away Behinds,Home Odds,Away Odds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Aug-12,19:40,Gold Coast,Carlton,People First Stadium,98,86,,15,8,11,20, 13.60 , 1.02 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Aug-12,17:40,West Coast,Collingwood,Domain Stadium,107,58,,15,17,8,10, 1.68 , 2.16 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Aug-12,16:40,Sydney,Hawthorn,SCG,95,102,,14,11,15,12, 1.97 , 1.79 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Aug-12,13:40,Port Adelaide,Brisbane,AAMI Stadium,93,104,,14,9,16,8, 2.22 , 1.64 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Aug-12,13:45,St Kilda,GWS Giants,Marvel Stadium,163,35,,25,13,5,5, 1.01 , 20.40 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Aug-12,19:50,Richmond,Essendon,MCG,102,57,,13,24,8,9, 1.59 , 2.30 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Aug-12,16:40,Hawthorn,Gold Coast,MCG,129,65,,19,15,10,5, 1.01 , 23.58 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Aug-12,15:15,Western Bulldogs,Sydney,Marvel Stadium,85,167,,13,7,26,11, 8.66 , 1.06 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Aug-12,12:40,Port Adelaide,West Coast,AAMI Stadium,50,98,,6,14,14,14, 5.64 , 1.13 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Aug-12,19:40,Brisbane,Adelaide,Gabba,95,85,,13,17,12,13, 4.29 , 1.21 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Aug-12,19:40,Collingwood,North Melbourne,Marvel Stadium,61,91,,8,13,13,13, 1.31 , 3.42 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Aug-12,14:40,Fremantle,Richmond,Domain Stadium,94,72,,13,16,11,6, 1.39 , 2.95 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Aug-12,14:10,GWS Giants,Melbourne,Manuka Oval,59,84,,9,5,11,18, 4.55 , 1.19 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Aug-12,13:45,Essendon,Carlton,MCG,60,156,,8,12,24,12, 2.05 , 1.74 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Aug-12,19:50,Geelong,St Kilda,Marvel Stadium,123,81,,18,15,11,15, 1.31 , 3.38 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Aug-12,16:40,Essendon,North Melbourne,Marvel Stadium,76,100,,11,10,15,10, 2.19 , 1.65 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Aug-12,15:15,Richmond,Western Bulldogs,MCG,150,80,,22,18,12,8, 1.14 , 5.62 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Aug-12,13:10,Hawthorn,Port Adelaide,UTAS Stadium,159,87,,24,15,13,9, 1.01 , 19.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Aug-12,19:40,Carlton,Brisbane,Marvel Stadium,113,77,,17,11,10,17, 1.19 , 4.68 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Aug-12,19:40,Sydney,Collingwood,Accor Stadium,70,78,,9,16,12,6, 1.59 , 2.34 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Aug-12,16:40,Gold Coast,GWS Giants,People First Stadium,109,79,,16,13,12,7, 1.36 , 3.08 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Aug-12,13:40,Adelaide,Fremantle,AAMI Stadium,119,91,,17,17,14,7, 1.40 , 2.91 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Aug-12,13:45,St Kilda,Melbourne,MCG,107,82,,16,11,12,10, 1.05 , 9.67 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Aug-12,18:40,West Coast,Geelong,Domain Stadium,102,97,,16,6,15,7, 1.68 , 2.15 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Aug-12,14:10,Adelaide,Essendon,AAMI Stadium,104,100,,16,8,15,10, 1.15 , 5.45 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Aug-12,15:15,Carlton,Sydney,Marvel Stadium,71,93,,10,11,14,9, 2.97 , 1.39 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Aug-12,13:10,Melbourne,Gold Coast,MCG,108,66,,16,12,9,12, 1.39 , 3.02 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Aug-12,19:40,Brisbane,Richmond,Gabba,84,132,,12,12,20,12, 2.21 , 1.64 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Aug-12,19:40,Collingwood,St Kilda,MCG,91,85,,12,19,13,7, 1.40 , 2.94 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Aug-12,14:40,Fremantle,West Coast,Domain Stadium,113,48,,17,11,6,12, 2.59 , 1.49 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Aug-12,14:10,GWS Giants,Port Adelaide,ENGIE Stadium,107,73,,16,11,10,13, 6.70 , 1.10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Aug-12,13:45,Western Bulldogs,North Melbourne,Marvel Stadium,61,115,,8,13,18,7, 7.84 , 1.08 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Aug-12,19:50,Hawthorn,Geelong,MCG,116,118,,17,14,18,10, 1.29 , 3.61 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jul-12,14:40,West Coast,Brisbane,Domain Stadium,175,77,,28,7,12,5, 1.14 , 5.66 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jul-12,15:15,St Kilda,Western Bulldogs,Marvel Stadium,118,42,,16,22,6,6, 1.14 , 5.54 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jul-12,12:40,Port Adelaide,Fremantle,AAMI Stadium,48,75,,6,12,11,9, 2.45 , 1.54 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jul-12,19:40,Carlton,Richmond,MCG,95,91,,14,11,13,13, 2.34 , 1.58 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jul-12,19:40,Gold Coast,Sydney,People First Stadium,54,126,,8,6,19,12, 9.98 , 1.05 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jul-12,16:40,GWS Giants,Collingwood,ENGIE Stadium,54,174,,7,12,26,18, 22.17 , 1.01 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jul-12,14:10,North Melbourne,Melbourne,Marvel Stadium,127,73,,19,13,11,7, 1.09 , 7.67 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jul-12,13:45,Geelong,Adelaide,GMHBA Stadium,102,75,,15,12,11,9, 1.61 , 2.27 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jul-12,19:50,Essendon,Hawthorn,Marvel Stadium,86,180,,12,14,27,18, 5.20 , 1.16 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Jul-12,14:40,Fremantle,GWS Giants,Domain Stadium,132,37,,18,24,5,7, 1.01 , 21.83 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Jul-12,15:15,Richmond,North Melbourne,MCG,99,103,,14,15,15,13, 2.10 , 1.73 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Jul-12,13:10,Sydney,St Kilda,SCG,105,76,,15,15,10,16, 1.36 , 3.11 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Jul-12,19:10,Melbourne,Port Adelaide,TIO Stadium,56,84,,8,8,12,12, 2.24 , 1.63 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Jul-12,19:40,Western Bulldogs,Carlton,Marvel Stadium,84,102,,12,12,16,6, 2.35 , 1.58 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Jul-12,16:40,Gold Coast,Brisbane,People First Stadium,48,59,,5,18,8,11, 3.95 , 1.25 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Jul-12,13:40,Adelaide,West Coast,AAMI Stadium,124,75,,19,10,11,9, 1.43 , 2.78 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Jul-12,13:45,Collingwood,Hawthorn,MCG,91,138,,13,13,21,12, 1.90 , 1.88 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jul-12,19:50,Geelong,Essendon,Marvel Stadium,134,67,,20,14,10,7, 2.02 , 1.76 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Jul-12,14:40,West Coast,Sydney,Domain Stadium,69,121,,10,9,18,13, 1.69 , 2.13 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Jul-12,15:15,Western Bulldogs,Hawthorn,Marvel Stadium,44,116,,6,8,17,14, 10.07 , 1.04 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Jul-12,13:10,GWS Giants,Adelaide,ENGIE Stadium,59,178,,8,11,27,16, 16.46 , 1.01 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Jul-12,19:40,Brisbane,St Kilda,Gabba,92,105,,14,8,16,9, 2.53 , 1.51 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Jul-12,19:40,Geelong,Collingwood,MCG,79,110,,10,19,17,8, 2.65 , 1.48 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Jul-12,16:40,Richmond,Gold Coast,Cazaly’s Stadium,88,90,,13,10,13,12, 1.16 , 5.18 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Jul-12,13:40,Port Adelaide,Essendon,AAMI Stadium,77,127,,11,11,19,13, 2.70 , 1.45 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Jul-12,13:45,Melbourne,Fremantle,Marvel Stadium,83,117,,12,11,18,9, 3.16 , 1.35 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-12,19:50,North Melbourne,Carlton,Marvel Stadium,149,96,,24,5,14,12, 2.12 , 1.70 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Jul-12,14:40,Fremantle,Western Bulldogs,Domain Stadium,95,57,,14,11,8,9, 1.19 , 4.73 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Jul-12,15:15,Gold Coast,Geelong,People First Stadium,96,110,,13,18,15,20, 12.68 , 1.03 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Jul-12,13:10,Hawthorn,GWS Giants,MCG,193,31,,28,25,4,7, 1.00 , 21.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Jul-12,19:10,Port Adelaide,Adelaide,AAMI Stadium,58,116,,8,10,17,14, 3.73 , 1.27 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Jul-12,19:40,St Kilda,Essendon,Marvel Stadium,133,62,,21,7,8,14, 2.93 , 1.40 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Jul-12,16:40,Sydney,Brisbane,SCG,110,63,,16,14,9,9, 1.17 , 5.05 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Jul-12,14:10,Melbourne,Richmond,MCG,78,101,,11,12,13,23, 4.72 , 1.18 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Jul-12,13:45,North Melbourne,West Coast,Blundstone Arena,84,86,,13,6,12,14, 2.67 , 1.46 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Jul-12,19:50,Collingwood,Carlton,MCG,62,85,,8,14,12,13, 1.20 , 4.46 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Jul-12,16:40,St Kilda,North Melbourne,Marvel Stadium,103,136,,15,13,21,10, 1.38 , 2.97 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Jul-12,15:15,Brisbane,Melbourne,Gabba,122,61,,18,14,8,13, 1.18 , 4.91 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Jul-12,13:10,Geelong,Port Adelaide,GMHBA Stadium,99,61,,14,15,8,13, 1.04 , 11.25 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Jun-12,19:40,Essendon,Western Bulldogs,Marvel Stadium,140,56,,21,14,8,8, 1.19 , 4.61 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Jun-12,19:40,Sydney,GWS Giants,Accor Stadium,132,38,,19,18,5,8, 1.01 , 19.94 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Jun-12,16:40,West Coast,Gold Coast,Domain Stadium,166,40,,25,16,5,10, 1.01 , 19.42 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Jun-12,13:40,Adelaide,Richmond,AAMI Stadium,106,87,,17,4,13,9, 1.40 , 2.88 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Jun-12,13:45,Collingwood,Fremantle,MCG,107,78,,15,17,12,6, 1.10 , 7.11 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jun-12,19:50,Carlton,Hawthorn,MCG,70,120,,10,10,18,12, 3.43 , 1.30 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Jun-12,16:40,North Melbourne,Adelaide,Marvel Stadium,121,89,,17,19,13,11, 3.12 , 1.35 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Jun-12,15:15,Melbourne,GWS Giants,MCG,135,57,,20,15,9,3, 1.28 , 3.67 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Jun-12,17:40,Fremantle,Essendon,Domain Stadium,89,113,,14,5,17,11, 2.20 , 1.65 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Jun-12,16:40,Collingwood,West Coast,MCG,85,82,,12,13,12,10, 1.40 , 2.91 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Jun-12,13:40,Western Bulldogs,Brisbane,Marvel Stadium,56,114,,7,14,18,6, 1.36 , 3.09 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Jun-12,19:50,Sydney,Geelong,SCG,80,74,,12,8,11,8, 1.60 , 2.30 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Jun-12,16:40,Western Bulldogs,Port Adelaide,Marvel Stadium,95,57,,13,17,8,9, 1.45 , 2.77 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Jun-12,13:10,Hawthorn,Brisbane,MCG,135,70,,19,21,11,4, 1.06 , 8.94 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Jun-12,19:40,Gold Coast,North Melbourne,People First Stadium,80,87,,12,8,11,21, 5.21 , 1.16 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Jun-12,14:10,GWS Giants,Richmond,ENGIE Stadium,74,86,,12,2,11,20, 10.93 , 1.04 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Jun-12,20:10,Adelaide,St Kilda,AAMI Stadium,115,111,,17,13,16,15, 1.47 , 2.67 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Jun-12,17:40,West Coast,Carlton,Domain Stadium,79,69,,10,19,10,9, 1.28 , 3.66 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Jun-12,15:15,Melbourne,Collingwood,MCG,87,129,,13,9,19,15, 8.90 , 1.06 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Jun-12,16:10,Port Adelaide,Hawthorn,AAMI Stadium,62,108,,9,8,16,12, 3.95 , 1.25 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Jun-12,19:40,Essendon,Sydney,Marvel Stadium,82,86,,11,16,13,8, 1.50 , 2.55 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Jun-12,16:40,Gold Coast,St Kilda,People First Stadium,49,144,,7,7,21,18, 7.41 , 1.09 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Jun-12,13:40,Richmond,Fremantle,MCG,66,78,,9,12,12,6, 1.20 , 4.43 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Jun-12,19:50,Carlton,Geelong,Marvel Stadium,85,97,,11,19,14,13, 2.74 , 1.44 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Jun-12,16:40,Collingwood,Gold Coast,MCG,149,52,,23,11,7,10, 1.01 , 16.31 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Jun-12,15:15,Sydney,Western Bulldogs,SCG,132,40,,20,12,5,10, 1.28 , 3.59 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Jun-12,13:10,Brisbane,West Coast,Gabba,102,100,,16,6,15,10, 4.67 , 1.19 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Jun-12,19:40,Essendon,Melbourne,MCG,52,58,,6,16,8,10, 1.04 , 10.88 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Jun-12,19:10,Port Adelaide,Carlton,AAMI Stadium,99,45,,14,15,6,9, 3.11 , 1.36 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Jun-12,14:40,Fremantle,Adelaide,Domain Stadium,82,111,,12,10,17,9, 2.37 , 1.57 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Jun-12,14:10,Hawthorn,North Melbourne,UTAS Stadium,174,59,,27,12,9,5, 1.26 , 3.81 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Jun-12,13:45,Geelong,GWS Giants,GMHBA Stadium,126,61,,19,12,9,7, 1.01 , 19.57 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Jun-12,19:50,St Kilda,Richmond,Marvel Stadium,113,121,,16,17,18,13, 1.85 , 1.91 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-May-12,14:40,West Coast,Fremantle,Domain Stadium,84,36,,11,18,5,6, 1.35 , 3.12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-May-12,15:15,Carlton,Melbourne,MCG,107,49,,15,17,6,13, 1.04 , 10.33 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-May-12,13:10,North Melbourne,Brisbane,Marvel Stadium,112,96,,17,10,15,6, 1.24 , 4.04 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-May-12,19:10,Adelaide,Collingwood,AAMI Stadium,49,75,,6,13,10,15, 1.46 , 2.68 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-May-12,19:40,GWS Giants,Essendon,ENGIE Stadium,53,119,,7,11,18,11, 17.14 , 1.01 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-May-12,16:40,St Kilda,Sydney,Marvel Stadium,111,83,,16,15,12,11, 1.89 , 1.86 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-May-12,14:10,Gold Coast,Port Adelaide,People First Stadium,70,118,,10,10,17,16, 2.55 , 1.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-May-12,13:45,Richmond,Hawthorn,MCG,137,75,,21,11,10,15, 3.61 , 1.28 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-May-12,19:50,Western Bulldogs,Geelong,Marvel Stadium,75,95,,11,9,14,11, 4.78 , 1.18 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-May-12,14:40,West Coast,St Kilda,Domain Stadium,121,91,,18,13,13,13, 1.38 , 2.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-May-12,15:15,Carlton,Adelaide,Marvel Stadium,55,124,,8,7,19,10, 1.41 , 2.85 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-May-12,13:10,Brisbane,GWS Giants,Gabba,132,40,,19,18,5,10, 1.15 , 5.54 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-May-12,19:45,Essendon,Richmond,MCG,128,109,,19,14,15,19, 1.49 , 2.59 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-May-12,19:10,Western Bulldogs,Gold Coast,TIO Stadium,72,34,,9,18,4,10, 1.14 , 5.48 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-May-12,16:40,Sydney,Melbourne,SCG,138,37,,21,12,5,7, 1.09 , 7.40 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-May-12,14:10,Hawthorn,Fremantle,UTAS Stadium,119,63,,17,17,9,9, 1.19 , 4.61 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-May-12,13:15,Port Adelaide,North Melbourne,AAMI Stadium,95,93,,14,11,14,9, 2.64 , 1.47 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-May-12,19:50,Collingwood,Geelong,MCG,96,84,,14,12,11,18, 1.61 , 2.29 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-May-12,19:40,St Kilda,Carlton,Marvel Stadium,122,98,,19,8,14,14, 4.03 , 1.24 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-May-12,14:40,Fremantle,Port Adelaide,Domain Stadium,87,47,,12,15,7,5, 1.14 , 5.69 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-May-12,13:10,North Melbourne,Western Bulldogs,Marvel Stadium,83,101,,12,11,15,11, 1.32 , 3.39 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-May-12,19:40,Brisbane,Collingwood,Gabba,58,116,,8,10,17,14, 4.90 , 1.17 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-May-12,19:40,Essendon,West Coast,Marvel Stadium,113,52,,16,17,7,10, 1.57 , 2.37 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-May-12,16:40,Richmond,Sydney,MCG,91,62,,13,13,8,14, 1.82 , 1.94 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-May-12,13:40,GWS Giants,Gold Coast,Manuka Oval,94,67,,13,16,9,13, 3.95 , 1.25 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-May-12,13:15,Adelaide,Geelong,AAMI Stadium,122,72,,19,8,10,12, 2.04 , 1.76 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-May-12,19:50,Melbourne,Hawthorn,MCG,49,115,,6,13,15,25, 11.50 , 1.03 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-May-12,14:40,West Coast,North Melbourne,Domain Stadium,120,95,,17,18,15,5, 1.28 , 3.61 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-May-12,14:45,Port Adelaide,Richmond,AAMI Stadium,54,91,,8,6,13,13, 2.19 , 1.66 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-May-12,13:10,Carlton,GWS Giants,Marvel Stadium,110,43,,15,20,6,7, 1.01 , 23.67 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-May-12,19:40,St Kilda,Hawthorn,SCG,88,123,,13,10,18,15, 3.60 , 1.28 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-May-12,19:40,Sydney,Adelaide,MCG,94,99,,14,10,15,9, 1.26 , 3.82 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-May-12,16:40,Gold Coast,Fremantle,People First Stadium,87,94,,14,3,14,10, 6.45 , 1.11 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-May-12,13:45,Geelong,Melbourne,GMHBA Stadium,119,76,,17,17,11,10, 1.03 , 11.68 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-May-12,13:40,Essendon,Brisbane,Marvel Stadium,129,62,,19,15,9,8, 1.15 , 5.48 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-May-12,19:50,Western Bulldogs,Collingwood,Marvel Stadium,77,98,,11,11,15,8, 6.83 , 1.10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Apr-12,16:10,Adelaide,Port Adelaide,AAMI Stadium,110,91,,16,14,14,7, 1.51 , 2.53 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Apr-12,15:15,Richmond,West Coast,Marvel Stadium,97,107,,14,13,16,11, 3.13 , 1.35 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Apr-12,13:10,Hawthorn,Sydney,UTAS Stadium,69,106,,10,9,16,10, 1.31 , 3.38 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Apr-12,19:40,Brisbane,Geelong,Gabba,41,79,,4,17,12,7, 3.61 , 1.28 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Apr-12,19:40,Melbourne,St Kilda,MCG,66,84,,10,6,12,12, 6.64 , 1.10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
